celeb,height,weight,h,w,BMI,round(BMI)
Maggie Grace1.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Maggie Grace8.jpg,1.75m,56kg,1.75,56,18.28571429,18.29
Robert Redford11.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Nicole Polizzi14.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Pierce Brosnan12.jpg,1.77 m,70 kg,1.77,70,22.34351559,22.34
Novak Djokovic5.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Kevin James5.jpg,1.72m,113kg,1.72,113,38.19632234,38.2
Marisa Tomei14.jpg,1.57 m,54 kg,1.57,54,21.90758246,21.91
Kevin Bacon11.jpg,1.78m,80kg,1.78,80,25.2493372,25.25
Patrick Wilson19.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Maria Menounos8.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Paris Hilton14.jpg,1.73 m,63 kg,1.73,63,21.0498179,21.05
Mark Rylance6.jpg,1.82 m,80 kg,1.82,80,24.1516725,24.15
Lindsey Vonn6.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Kourtney Kardashian11.jpg,1.52m,48kg,1.52,48,20.77562327,20.78
Kevin Spacey14.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Patrick Swayze14.jpg,1.79 m,72 kg,1.79,72,22.47120876,22.47
Laura Dern4.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Liv Tyler5.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Kevin Costner10.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Kevin Durant18.jpg,2.06m,109kg,2.06,109,25.68573852,25.69
Ray Stevenson6.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Rachel Weisz0.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Penelope Cruz16.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Linda Fiorentino17.jpg,1.73m,57kg,1.73,57,19.04507334,19.05
R. Kelly11.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Lily Tomlin18.jpg,1.73m,63kg,1.73,63,21.0498179,21.05
Patricia Clarkson13.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Robert Duvall13.jpg,1.74 m,78 kg,1.74,78,25.76298058,25.76
Kurt Russell1.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Kevin Kline17.jpg,1.85m,77kg,1.85,77,22.49817385,22.5
Piper Perabo9.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Paul Walker11.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Oscar Isaac1.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Kevin Costner12.jpg,1.85m,88kg,1.85,88,25.71219869,25.71
Richard Gere9.jpg,1.83 m,91 kg,1.83,91,27.17310162,27.17
Richard Farnsworth12.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Patty Duke5.jpg,1.85 m,82 kg,1.85,82,23.95909423,23.96
Peter Fonda5.jpg,1.35 m,50 kg,1.35,50,27.43484225,27.43
Paul McCartney6.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Lewis Hamilton11.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Lucy Liu8.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Maggie Gyllenhaal18.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Kim Basinger16.jpg,1.71m,54kg,1.71,54,18.46722068,18.47
Mark Ruffalo16.jpg,1.73 m,77 kg,1.73,77,25.72755521,25.73
Rita Moreno0.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Paris Jackson4.jpg,1.68 m,55 kg,1.68,55,19.48696145,19.49
Paul Rudd9.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Marion Cotillard1.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Lena Dunham18.jpg,1.60m,63kg,1.6,63,24.609375,24.61
Luke Wilson17.jpg,1.80m,81kg,1.8,81,25.0,25.0
Laura Marano7.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Red Buttons8.jpg,1.60 m,95 kg,1.6,95,37.109375,37.11
Patrick Wilson2.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Mark Ruffalo13.jpg,1.73 m,77 kg,1.73,77,25.72755521,25.73
Margot Robbie9.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Lady Gaga10.jpg,1.55m,53kg,1.55,53,22.0603538,22.06
Lee Grant11.jpg,1.63m,55kg,1.63,55,20.70081674,20.7
Maria Menounos0.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Norman Reedus8.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Lake Bell12.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Mandy Moore9.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Lily Tomlin14.jpg,1.73m,63kg,1.73,63,21.0498179,21.05
Mariah Carey15.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Philip Seymour Hoffman13.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Kristen Wiig12.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Maria Bello8.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Laura Marano17.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Kevin Kiley Jr12.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Robert Pattinson6.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Olivia Thirlby11.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Macy Gray7.jpg,1.83m,66kg,1.83,66,19.70796381,19.71
Kristen Wiig0.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Piper Perabo0.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Kirsten Dunst18.jpg,1.68m,54kg,1.68,54,19.13265306,19.13
Robert Forster9.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Olympia Dukakis5.jpg,1.71 m,52 kg,1.71,52,17.78324955,17.78
Kim Hunter2.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Kristen Wiig17.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Liam Hemsworth12.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Patrick Wilson4.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Louis C.K18.jpg,1.83m,90kg,1.83,90,26.8744961,26.87
Paul McCartney4.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Rita Moreno15.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Lili Taylor2.jpg,1.60m,54kg,1.6,54,21.09375,21.09
Leighton Meester11.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Peter Ustinov6.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Paul Rudd5.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Kristen Wiig19.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Peter Sarsgaard10.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
Octavia Spencer6.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Pete Postlethwaite5.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Peter Sellers1.jpg,1.80 m,71 kg,1.8,71,21.91358025,21.91
Maria Menounos17.jpg,1.73 m,61 kg,1.73,61,20.38156971,20.38
Paul Newman8.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Rebecca Romijn16.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
Kristen Stewart9.jpg,1.65m,54kg,1.65,54,19.83471074,19.83
Marlee Matlin5.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Lake Bell10.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Linda Hamilton14.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Pete Postlethwaite4.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Nigel Hawthorne13.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Maika Dillon Monroe3.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
River Phoenix9.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Laura Marano3.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Robert Pattinson3.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Lenny Kravitz3.jpg,1.75m,70kg,1.75,70,22.85714286,22.86
Kim Hunter4.jpg,1.57m,48kg,1.57,48,19.47340663,19.47
Lena Headey3.jpg,1.66m,54kg,1.66,54,19.59645812,19.6
Liev Schreiber15.jpg,1.92m,84kg,1.92,84,22.78645833,22.79
Patricia Clarkson19.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Peter Sellers17.jpg,1.80 m,71 kg,1.8,71,21.91358025,21.91
Penelope Cruz5.jpg,1.63 m,59 kg,1.63,59,22.20633069,22.21
Robert De Niro13.jpg,1.98 m,120 kg,1.98,120,30.60912152,30.61
Paul Walker16.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Olivia Wilde6.jpg,1.63 m,52 kg,1.63,52,19.57168128,19.57
Paul Newman14.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Rebel Wilson0.jpg,1.80 m,59 kg,1.8,59,18.20987654,18.21
Patrick Wilson13.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Parker Posey10.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Norman Reedus10.jpg,1.78 m,70 kg,1.78,70,22.09317005,22.09
Lily Donaldson8.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Kourtney Kardashian0.jpg,1.52m,48kg,1.52,48,20.77562327,20.78
Laurence Fishburne0.jpg,1.84m,77kg,1.84,77,22.74338374,22.74
Patricia Clarkson16.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Lenny Kravitz2.jpg,1.75m,70kg,1.75,70,22.85714286,22.86
Marcia Gay Harden5.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Lily Tomlin0.jpg,1.73m,63kg,1.73,63,21.0498179,21.05
Macy Gray18.jpg,1.83m,66kg,1.83,66,19.70796381,19.71
Lily Donaldson14.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Peter Fonda11.jpg,1.35 m,50 kg,1.35,50,27.43484225,27.43
Lucy Liu10.jpg,1.60m,52kg,1.6,52,20.3125,20.31
Lara Stone15.jpg,1.78m,63kg,1.78,63,19.88385305,19.88
Pixie Lott15.jpg,1.66 m,54 kg,1.66,54,19.59645812,19.6
Orlando Bloom2.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Marcia Gay Harden4.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Raquel Welch1.jpg,1.93 m,100 kg,1.93,100,26.84635829,26.85
Peter O Toole5.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Pauline Collins2.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Louis Gossett Jr4.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Philip Seymour Hoffman0.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Leighton Meester14.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Kevin Durant9.jpg,2.06m,109kg,2.06,109,25.68573852,25.69
Kevin Durant1.jpg,2.06m,109kg,2.06,109,25.68573852,25.69
Peter Sellers2.jpg,1.80 m,71 kg,1.8,71,21.91358025,21.91
Paul Dano10.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Lily Aldridge1.jpg,1.75m,54kg,1.75,54,17.63265306,17.63
Richard Burton6.jpg,1.88 m,78 kg,1.88,78,22.06880942,22.07
Ray Stevenson19.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Robert Shaw12.jpg,1.79 m,70 kg,1.79,70,21.84700852,21.85
Kevin Hart17.jpg,1.63m,64kg,1.63,64,24.08822312,24.09
Liv Ullmann2.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Richard Farnsworth1.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Laura Marano14.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Louis C.K13.jpg,1.83m,90kg,1.83,90,26.8744961,26.87
Rachel Weisz18.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Paul Newman18.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Peter Sarsgaard19.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
Marcia Gay Harden17.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Kristen Stewart18.jpg,1.65m,54kg,1.65,54,19.83471074,19.83
Khloe Kardashian17.jpg,1.77m,76kg,1.77,76,24.25867407,24.26
Lily Collins0.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Pete Postlethwaite9.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Randy Quaid6.jpg,1.83 m,73 kg,1.83,73,21.79820239,21.8
Paul Scofield0.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Olympia Dukakis12.jpg,1.71 m,52 kg,1.71,52,17.78324955,17.78
Robert Pattinson1.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Patricia Arquette0.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Lily Donaldson17.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Lena Headey16.jpg,1.66m,54kg,1.66,54,19.59645812,19.6
Richard Farnsworth3.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Leighton Meester15.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Kristen Wiig10.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Nicole Polizzi2.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Robert Mitchum12.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Raquel Welch9.jpg,1.93 m,100 kg,1.93,100,26.84635829,26.85
Laura Linney1.jpg,1.70m,56kg,1.7,56,19.37716263,19.38
Liv Tyler7.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Olivia Newton-John2.jpg,1.57 m,52 kg,1.57,52,21.09619051,21.1
Linda Hunt5.jpg,1.45m,40kg,1.45,40,19.02497027,19.02
Octavia Spencer18.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Kevin Kiley Jr1.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Richard Dreyfuss9.jpg,1.78 m,82 kg,1.78,82,25.88057064,25.88
Rebecca Romijn12.jpg,1.78 m,56 kg,1.78,56,17.67453604,17.67
R. Kelly17.jpg,1.78 m,91 kg,1.78,91,28.72112107,28.72
Marlee Matlin18.jpg,1.65 m,54 kg,1.65,54,19.83471074,19.83
Peter O Toole14.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Robert Mitchum17.jpg,1.73 m,75 kg,1.73,75,25.05930703,25.06
Olga Kurylenko9.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Pam Grier16.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Patrick Stewart6.jpg,1.70 m,59 kg,1.7,59,20.41522491,20.42
Pete Postlethwaite14.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Rashida Jones16.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Paul Scofield17.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Richard Harris14.jpg,1.80 m,73 kg,1.8,73,22.5308642,22.53
Mark Strong15.jpg,1.85 m,85 kg,1.85,85,24.83564646,24.84
Mario Lopez2.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Niecy Nash19.jpg,1.73 m,86 kg,1.73,86,28.73467206,28.73
Leslie Nielsen4.jpg,1.91m,91kg,1.91,91,24.94449165,24.94
Kim Kardashian West8.jpg,1.59m,56kg,1.59,56,22.15102251,22.15
Kiefer Sutherland14.jpg,1.75m,75kg,1.75,75,24.48979592,24.49
Leighton Meester13.jpg,1.65m,53kg,1.65,53,19.46740129,19.47
Lee Marvin6.jpg,1.88m,86kg,1.88,86,24.33227705,24.33
Kylie Jenner12.jpg,1.68m,63kg,1.68,63,22.32142857,22.32
Olga Kurylenko14.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Olivia Thirlby0.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Paul Scofield10.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Parker Posey12.jpg,1.75 m,56 kg,1.75,56,18.28571429,18.29
Ray Stevenson1.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Lindsey Vonn18.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Kristen Wiig5.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Klaus Kinski10.jpg,1.65m,61kg,1.65,61,22.40587695,22.41
Richard E. Grant3.jpg,1.65 m,68 kg,1.65,68,24.97704316,24.98
Kyle Richards4.jpg,1.65m,55kg,1.65,55,20.2020202,20.2
Margot Robbie4.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Lindsey Vonn5.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Lake Bell5.jpg,1.73m,59kg,1.73,59,19.71332153,19.71
Kristen Bell1.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Rachel McAdams11.jpg,1.78 m,66 kg,1.78,66,20.83070319,20.83
Paul Giamatti14.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Robert Redford16.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Ralph Fiennes17.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Rebecca Hall12.jpg,1.75 m,102 kg,1.75,102,33.30612245,33.31
Ralph Fiennes19.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Liza Minnelli2.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Mark Ruffalo19.jpg,1.73 m,77 kg,1.73,77,25.72755521,25.73
Philip Seymour Hoffman5.jpg,1.91 m,91 kg,1.91,91,24.94449165,24.94
Lily Collins1.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Kristen Stewart13.jpg,1.65m,54kg,1.65,54,19.83471074,19.83
Piper Perabo1.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Nicole Polizzi18.jpg,1.42 m,49 kg,1.42,49,24.30073398,24.3
Marcia Gay Harden6.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Mark Rylance19.jpg,1.82 m,80 kg,1.82,80,24.1516725,24.15
Queen Latifah0.jpg,1.68 m,57 kg,1.68,57,20.19557823,20.2
Peter O Toole7.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Kevin Spacey10.jpg,1.78m,72kg,1.78,72,22.72440348,22.72
Marlon Brando12.jpg,1.75 m,73 kg,1.75,73,23.83673469,23.84
Lewis Hamilton8.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Mark Hamill4.jpg,1.75 m,70 kg,1.75,70,22.85714286,22.86
Nigel Hawthorne17.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Kevin Kiley Jr8.jpg,1.93m,122kg,1.93,122,32.75255712,32.75
Linda Hamilton0.jpg,1.68m,59kg,1.68,59,20.90419501,20.9
Piper Perabo16.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Lily Tomlin5.jpg,1.73m,63kg,1.73,63,21.0498179,21.05
Rhys Ifans13.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Liza Minnelli18.jpg,1.63m,52kg,1.63,52,19.57168128,19.57
Peter Dinklage13.jpg,1.77 m,73 kg,1.77,73,23.30109483,23.3
Mandy Moore5.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Lynn Redgrave0.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Owen Wilson0.jpg,1.75 m,75 kg,1.75,75,24.48979592,24.49
Orlando Bloom16.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Peter Dinklage2.jpg,1.77 m,73 kg,1.77,73,23.30109483,23.3
Richard Gere11.jpg,1.83 m,91 kg,1.83,91,27.17310162,27.17
Lance Henriksen19.jpg,1.80m,75kg,1.8,75,23.14814815,23.15
Robert Duvall1.jpg,1.74 m,78 kg,1.74,78,25.76298058,25.76
Rhys Ifans10.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Mario Lopez6.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Mariah Carey3.jpg,1.70 m,66 kg,1.7,66,22.83737024,22.84
Marion Cotillard13.jpg,1.69 m,57 kg,1.69,57,19.95728441,19.96
Kevin Durant3.jpg,2.06m,109kg,2.06,109,25.68573852,25.69
Lindsay Lohan10.jpg,1.65m,52kg,1.65,52,19.10009183,19.1
Lindsey Vonn17.jpg,1.78m,73kg,1.78,73,23.0400202,23.04
Ray Liotta12.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Maika Dillon Monroe18.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Noah Mills9.jpg,1.88 m,80 kg,1.88,80,22.63467632,22.63
River Phoenix7.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Paul Walker14.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Lena Dunham6.jpg,1.60m,63kg,1.6,63,24.609375,24.61
Liam Hemsworth17.jpg,1.91m,89kg,1.91,89,24.39626107,24.4
Laura Marano1.jpg,1.55m,50kg,1.55,50,20.81165453,20.81
Mark Strong14.jpg,1.85 m,85 kg,1.85,85,24.83564646,24.84
Marcia Gay Harden12.jpg,1.63 m,54 kg,1.63,54,20.32443826,20.32
Kevin Bacon13.jpg,1.78m,80kg,1.78,80,25.2493372,25.25
Rachel Weisz6.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Octavia Spencer3.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Louise Fletcher17.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
Robert Forster16.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Paul McCartney5.jpg,1.72 m,86 kg,1.72,86,29.06976744,29.07
Kristen Wiig16.jpg,1.65m,57kg,1.65,57,20.93663912,20.94
Rhys Ifans9.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Niecy Nash3.jpg,1.73 m,86 kg,1.73,86,28.73467206,28.73
olivia holt12.jpg,1.73 m,78 kg,1.73,78,26.06167931,26.06
Richard Farnsworth2.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Kristin Scott Thomas9.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Piper Perabo13.jpg,1.65 m,59 kg,1.65,59,21.67125803,21.67
Robert Forster2.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Robert Forster8.jpg,1.74 m,72 kg,1.74,72,23.78121284,23.78
Robin Weigert2.jpg,1.68 m,66 kg,1.68,66,23.38435374,23.38
Kurt Russell7.jpg,1.79m,83kg,1.79,83,25.9043101,25.9
Rhys Ifans12.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Lara Stone3.jpg,1.78m,63kg,1.78,63,19.88385305,19.88
Liv Ullmann6.jpg,1.78m,64kg,1.78,64,20.19946976,20.2
Louis Gossett Jr7.jpg,1.88m,90kg,1.88,90,25.46401086,25.46
Maika Dillon Monroe10.jpg,1.73m,54kg,1.73,54,18.04270106,18.04
Patrick Swayze18.jpg,1.79 m,72 kg,1.79,72,22.47120876,22.47
Novak Djokovic13.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Mario Lopez17.jpg,1.78 m,79 kg,1.78,79,24.93372049,24.93
Patricia Clarkson10.jpg,1.60 m,58 kg,1.6,58,22.65625,22.66
Rita Moreno2.jpg,1.68 m,54 kg,1.68,54,19.13265306,19.13
Paul Dano17.jpg,1.90 m,84 kg,1.9,84,23.26869806,23.27
Lara Stone1.jpg,1.78m,63kg,1.78,63,19.88385305,19.88
Kristen Bell16.jpg,1.55m,48kg,1.55,48,19.97918835,19.98
Lindsay Lohan17.jpg,1.65m,52kg,1.65,52,19.10009183,19.1
Louise Fletcher19.jpg,1.70m,61kg,1.7,61,21.10726644,21.11
Robin Weigert4.jpg,1.68 m,66 kg,1.68,66,23.38435374,23.38
Niecy Nash5.jpg,1.73 m,86 kg,1.73,86,28.73467206,28.73
Rhys Ifans15.jpg,1.63 m,55 kg,1.63,55,20.70081674,20.7
Mandy Moore16.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Pam Grier15.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Rachel Weisz19.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
Ray Winstone12.jpg,1.93 m,102 kg,1.93,102,27.38328546,27.38
Olivia Thirlby15.jpg,1.63 m,58 kg,1.63,58,21.8299522,21.83
Rashida Jones7.jpg,1.68 m,64 kg,1.68,64,22.67573696,22.68
Pam Grier7.jpg,1.78 m,80 kg,1.78,80,25.2493372,25.25
Novak Djokovic1.jpg,1.88 m,77 kg,1.88,77,21.78587596,21.79
Rinko Kikuchi5.jpg,1.73 m,60 kg,1.73,60,20.04744562,20.05
Paul Giamatti3.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Laura Dern7.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Mark Ruffalo12.jpg,1.73 m,77 kg,1.73,77,25.72755521,25.73
Mads Mikkelsen7.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Leslie Mann15.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Pete Postlethwaite12.jpg,1.78 m,77 kg,1.78,77,24.30248706,24.3
Lesley Manville14.jpg,1.63m,60kg,1.63,60,22.58270917,22.58
Orlando Bloom0.jpg,1.69 m,77 kg,1.69,77,26.95984034,26.96
Octavia Spencer5.jpg,1.57 m,82 kg,1.57,82,33.26706966,33.27
Liv Tyler8.jpg,1.78m,61kg,1.78,61,19.25261962,19.25
Lee Grant9.jpg,1.63m,55kg,1.63,55,20.70081674,20.7
Leslie Mann4.jpg,1.69m,56kg,1.69,56,19.60715661,19.61
Ray Liotta0.jpg,1.63 m,56 kg,1.63,56,21.07719523,21.08
Paul Giamatti5.jpg,1.80 m,68 kg,1.8,68,20.98765432,20.99
Paul Walker2.jpg,1.78 m,75 kg,1.78,75,23.67125363,23.67
Lewis Hamilton5.jpg,1.74m,68kg,1.74,68,22.46003435,22.46
Lily Donaldson16.jpg,1.78m,55kg,1.78,55,17.35891933,17.36
Olga Kurylenko5.jpg,1.70 m,54 kg,1.7,54,18.68512111,18.69
Marlon Brando16.jpg,1.75 m,73 kg,1.75,73,23.83673469,23.84
Robert Redford2.jpg,1.85 m,78 kg,1.85,78,22.79035793,22.79
Mark Rylance8.jpg,1.82 m,80 kg,1.82,80,24.1516725,24.15
Patty Duke9.jpg,1.85 m,82 kg,1.85,82,23.95909423,23.96
Mandy Moore0.jpg,1.76m,59kg,1.76,59,19.04700413,19.05
Noomi Rapace7.jpg,1.57 m,51 kg,1.57,51,20.69049454,20.69
Peter Sarsgaard0.jpg,1.88 m,82 kg,1.88,82,23.20054323,23.2
Paul Rudd18.jpg,1.77 m,72 kg,1.77,72,22.98190175,22.98
Kim Novak6.jpg,1.68m,55kg,1.68,55,19.48696145,19.49
Peter Ustinov2.jpg,1.75 m,68 kg,1.75,68,22.20408163,22.2
Mads Mikkelsen19.jpg,1.83m,82kg,1.83,82,24.48565201,24.49
Ray Stevenson11.jpg,1.83 m,86 kg,1.83,86,25.68007405,25.68
Lily Collins16.jpg,1.65m,51kg,1.65,51,18.73278237,18.73
Kyle Richards14.jpg,1.65m,55kg,1.65,55,20.2020202,20.2
Kristin Scott Thomas13.jpg,1.73m,56kg,1.73,56,18.71094925,18.71
Rachel Weisz9.jpg,1.73 m,58 kg,1.73,58,19.37919743,19.38
